city,genre,year,decade,id,title,release_date,net,budget,revenue,vote_average
San Francisco,Thriller,1997,1990,tt0119664,Metro,1997-01-16,-23012437,55000000,31987563,5.6
San Francisco,Comedy,2005,2000,tt0425123,Just Like Heaven,2005-09-16,44854431,58000000,102854431,6.8
San Francisco,Fantasy,2005,2000,tt0425123,Just Like Heaven,2005-09-16,44854431,58000000,102854431,6.8
San Francisco,Romance,2005,2000,tt0425123,Just Like Heaven,2005-09-16,44854431,58000000,102854431,6.8
San Francisco,Drama,1991,1990,tt0101787,Dying Young,1991-06-20,0,0,0,6.3
San Francisco,Romance,1991,1990,tt0101787,Dying Young,1991-06-20,0,0,0,6.3
San Francisco,Comedy,1996,1990,tt0116130,Down Periscope,1996-03-01,0,0,0,5.9
San Francisco,Drama,1996,1990,tt0117333,Phenomenon,1996-07-05,120036382,32000000,152036382,6.3
San Francisco,Fantasy,1996,1990,tt0117333,Phenomenon,1996-07-05,120036382,32000000,152036382,6.3
San Francisco,Romance,1996,1990,tt0117333,Phenomenon,1996-07-05,120036382,32000000,152036382,6.3
San Francisco,Science Fiction,1996,1990,tt0117333,Phenomenon,1996-07-05,120036382,32000000,152036382,6.3
San Francisco,Action,2003,2000,tt0298814,The Core,2003-03-28,14208267,60000000,74208267,5.6
San Francisco,Thriller,2003,2000,tt0298814,The Core,2003-03-28,14208267,60000000,74208267,5.6
San Francisco,Adventure,2003,2000,tt0298814,The Core,2003-03-28,14208267,60000000,74208267,5.6
San Francisco,Science Fiction,2003,2000,tt0298814,The Core,2003-03-28,14208267,60000000,74208267,5.6
San Francisco,Action,1998,1990,tt0118966,Desperate Measures,1998-01-30,-50000000,50000000,0,6.0
San Francisco,Drama,1998,1990,tt0118966,Desperate Measures,1998-01-30,-50000000,50000000,0,6.0
San Francisco,Thriller,1998,1990,tt0118966,Desperate Measures,1998-01-30,-50000000,50000000,0,6.0
San Francisco,Fantasy,1993,1990,tt0107688,The Nightmare Before Christmas,1993-10-09,57634409,18000000,75634409,7.8
San Francisco,Animation,1993,1990,tt0107688,The Nightmare Before Christmas,1993-10-09,57634409,18000000,75634409,7.8
San Francisco,Family,1993,1990,tt0107688,The Nightmare Before Christmas,1993-10-09,57634409,18000000,75634409,7.8
San Francisco,Drama,1983,1980,tt0086197,The Right Stuff,1983-10-20,-5500000,27000000,21500000,7.5
San Francisco,History,1983,1980,tt0086197,The Right Stuff,1983-10-20,-5500000,27000000,21500000,7.5
San Francisco,Thriller,1996,1990,tt0116277,The Fan,1996-08-15,-36373581,55000000,18626419,5.9
San Francisco,Action,1996,1990,tt0116277,The Fan,1996-08-15,-36373581,55000000,18626419,5.9
San Francisco,Comedy,1997,1990,tt0119137,Flubber,1997-11-26,97977226,80000000,177977226,5.6
San Francisco,Family,1997,1990,tt0119137,Flubber,1997-11-26,97977226,80000000,177977226,5.6
San Francisco,Science Fiction,1997,1990,tt0119137,Flubber,1997-11-26,97977226,80000000,177977226,5.6
San Francisco,Comedy,1996,1990,tt0116483,Happy Gilmore,1996-02-16,-10000000,10000000,0,6.5
San Francisco,Comedy,2001,2000,tt0240890,Serendipity,2001-10-05,49516304,28000000,77516304,6.8
San Francisco,Romance,2001,2000,tt0240890,Serendipity,2001-10-05,49516304,28000000,77516304,6.8
San Francisco,Drama,2001,2000,tt0240890,Serendipity,2001-10-05,49516304,28000000,77516304,6.8
San Francisco,Action,1996,1990,tt0117500,The Rock,1996-06-06,260062621,75000000,335062621,7.0
San Francisco,Adventure,1996,1990,tt0117500,The Rock,1996-06-06,260062621,75000000,335062621,7.0
San Francisco,Thriller,1996,1990,tt0117500,The Rock,1996-06-06,260062621,75000000,335062621,7.0
San Francisco,Comedy,1998,1990,tt0120783,The Parent Trap,1998-07-28,77108518,15000000,92108518,7.0
San Francisco,Family,1998,1990,tt0120783,The Parent Trap,1998-07-28,77108518,15000000,92108518,7.0
San Francisco,Comedy,2001,2000,tt0247638,The Princess Diaries,2001-08-03,128335153,37000000,165335153,6.8
San Francisco,Family,2001,2000,tt0247638,The Princess Diaries,2001-08-03,128335153,37000000,165335153,6.8
San Francisco,Romance,2001,2000,tt0247638,The Princess Diaries,2001-08-03,128335153,37000000,165335153,6.8
San Francisco,History,2008,2000,tt1013753,Milk,2008-11-05,34586584,20000000,54586584,7.3
San Francisco,Drama,2008,2000,tt1013753,Milk,2008-11-05,34586584,20000000,54586584,7.3
San Francisco,Drama,1989,1980,tt0097027,Casualties of War,1989-08-18,-3828683,22500000,18671317,7.1
San Francisco,History,1989,1980,tt0097027,Casualties of War,1989-08-18,-3828683,22500000,18671317,7.1
San Francisco,War,1989,1980,tt0097027,Casualties of War,1989-08-18,-3828683,22500000,18671317,7.1
San Francisco,Science Fiction,1998,1990,tt0120184,Sphere,1998-02-13,-42979723,80000000,37020277,6.0
San Francisco,Drama,1998,1990,tt0120184,Sphere,1998-02-13,-42979723,80000000,37020277,6.0
San Francisco,Horror,1998,1990,tt0120184,Sphere,1998-02-13,-42979723,80000000,37020277,6.0
San Francisco,Mystery,1998,1990,tt0120184,Sphere,1998-02-13,-42979723,80000000,37020277,6.0
San Francisco,War,1954,1950,tt0046816,The Caine Mutiny,1954-06-23,19750000,2000000,21750000,7.3
San Francisco,Horror,1999,1990,tt0145531,Stigmata,1999-09-10,21041732,29000000,50041732,6.1
San Francisco,Thriller,1999,1990,tt0145531,Stigmata,1999-09-10,21041732,29000000,50041732,6.1
San Francisco,Comedy,1998,1990,tt0129290,Patch Adams,1998-12-25,152292902,50000000,202292902,7.3
San Francisco,Drama,1998,1990,tt0129290,Patch Adams,1998-12-25,152292902,50000000,202292902,7.3
San Francisco,Comedy,1993,1990,tt0108174,So I Married an Axe Murderer,1993-07-30,-8414517,20000000,11585483,6.2
San Francisco,Crime,1993,1990,tt0108174,So I Married an Axe Murderer,1993-07-30,-8414517,20000000,11585483,6.2
San Francisco,Romance,1993,1990,tt0108174,So I Married an Axe Murderer,1993-07-30,-8414517,20000000,11585483,6.2
San Francisco,Drama,1993,1990,tt0106881,Fearless,1993-10-15,0,0,0,7.0
